,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
46294,9543938,37281,NIFTY2460624700CE,NIFTY,0.0,2024-06-06,24700.0,0.05,25,CE,NFO-OPT,NFO
46295,9544194,37282,NIFTY2460624700PE,NIFTY,0.0,2024-06-06,24700.0,0.05,25,PE,NFO-OPT,NFO
46296,9537282,37255,NIFTY2460624650CE,NIFTY,0.0,2024-06-06,24650.0,0.05,25,CE,NFO-OPT,NFO
46287,9549314,37302,NIFTY2460624900PE,NIFTY,0.0,2024-06-06,24900.0,0.05,25,PE,NFO-OPT,NFO
46274,9475330,37013,NIFTY2460622250PE,NIFTY,0.0,2024-06-06,22250.0,0.05,25,PE,NFO-OPT,NFO
46273,9474562,37010,NIFTY2460622250CE,NIFTY,0.0,2024-06-06,22250.0,0.05,25,CE,NFO-OPT,NFO
46272,9491458,37076,NIFTY2460622800PE,NIFTY,0.0,2024-06-06,22800.0,0.05,25,PE,NFO-OPT,NFO
46347,9510914,37152,NIFTY2460623400PE,NIFTY,0.0,2024-06-06,23400.0,0.05,25,PE,NFO-OPT,NFO
46252,9486082,37055,NIFTY2460622550PE,NIFTY,0.0,2024-06-06,22550.0,0.05,25,PE,NFO-OPT,NFO
46253,9484802,37050,NIFTY2460622500CE,NIFTY,0.0,2024-06-06,22500.0,0.05,25,CE,NFO-OPT,NFO
46254,9485058,37051,NIFTY2460622500PE,NIFTY,0.0,2024-06-06,22500.0,0.05,25,PE,NFO-OPT,NFO
46255,9486338,37056,NIFTY2460622600CE,NIFTY,0.0,2024-06-06,22600.0,0.05,25,CE,NFO-OPT,NFO
46256,9486594,37057,NIFTY2460622600PE,NIFTY,0.0,2024-06-06,22600.0,0.05,25,PE,NFO-OPT,NFO
46257,9484290,37048,NIFTY2460622450CE,NIFTY,0.0,2024-06-06,22450.0,0.05,25,CE,NFO-OPT,NFO
46258,9484546,37049,NIFTY2460622450PE,NIFTY,0.0,2024-06-06,22450.0,0.05,25,PE,NFO-OPT,NFO
46259,9487362,37060,NIFTY2460622650CE,NIFTY,0.0,2024-06-06,22650.0,0.05,25,CE,NFO-OPT,NFO
46260,9487618,37061,NIFTY2460622650PE,NIFTY,0.0,2024-06-06,22650.0,0.05,25,PE,NFO-OPT,NFO
46261,9480450,37033,NIFTY2460622400CE,NIFTY,0.0,2024-06-06,22400.0,0.05,25,CE,NFO-OPT,NFO
46262,9480706,37034,NIFTY2460622400PE,NIFTY,0.0,2024-06-06,22400.0,0.05,25,PE,NFO-OPT,NFO
46263,9489922,37070,NIFTY2460622700CE,NIFTY,0.0,2024-06-06,22700.0,0.05,25,CE,NFO-OPT,NFO
46264,9490178,37071,NIFTY2460622700PE,NIFTY,0.0,2024-06-06,22700.0,0.05,25,PE,NFO-OPT,NFO
46265,9477890,37023,NIFTY2460622350CE,NIFTY,0.0,2024-06-06,22350.0,0.05,25,CE,NFO-OPT,NFO
46266,9478146,37024,NIFTY2460622350PE,NIFTY,0.0,2024-06-06,22350.0,0.05,25,PE,NFO-OPT,NFO
46267,9490434,37072,NIFTY2460622750CE,NIFTY,0.0,2024-06-06,22750.0,0.05,25,CE,NFO-OPT,NFO
46268,9490690,37073,NIFTY2460622750PE,NIFTY,0.0,2024-06-06,22750.0,0.05,25,PE,NFO-OPT,NFO
46269,9476866,37019,NIFTY2460622300CE,NIFTY,0.0,2024-06-06,22300.0,0.05,25,CE,NFO-OPT,NFO
46270,9477122,37020,NIFTY2460622300PE,NIFTY,0.0,2024-06-06,22300.0,0.05,25,PE,NFO-OPT,NFO
46271,9491202,37075,NIFTY2460622800CE,NIFTY,0.0,2024-06-06,22800.0,0.05,25,CE,NFO-OPT,NFO
46297,9537538,37256,NIFTY2460624650PE,NIFTY,0.0,2024-06-06,24650.0,0.05,25,PE,NFO-OPT,NFO
46298,9536770,37253,NIFTY2460624600CE,NIFTY,0.0,2024-06-06,24600.0,0.05,25,CE,NFO-OPT,NFO
46276,9493506,37084,NIFTY2460622850PE,NIFTY,0.0,2024-06-06,22850.0,0.05,25,PE,NFO-OPT,NFO
46344,9511938,37156,NIFTY2460623450CE,NIFTY,0.0,2024-06-06,23450.0,0.05,25,CE,NFO-OPT,NFO
46324,9521922,37195,NIFTY2460623950CE,NIFTY,0.0,2024-06-06,23950.0,0.05,25,CE,NFO-OPT,NFO
46325,9522178,37196,NIFTY2460623950PE,NIFTY,0.0,2024-06-06,23950.0,0.05,25,PE,NFO-OPT,NFO
46326,9521410,37193,NIFTY2460623900CE,NIFTY,0.0,2024-06-06,23900.0,0.05,25,CE,NFO-OPT,NFO
46327,9521666,37194,NIFTY2460623900PE,NIFTY,0.0,2024-06-06,23900.0,0.05,25,PE,NFO-OPT,NFO
46328,9520898,37191,NIFTY2460623850CE,NIFTY,0.0,2024-06-06,23850.0,0.05,25,CE,NFO-OPT,NFO
46329,9521154,37192,NIFTY2460623850PE,NIFTY,0.0,2024-06-06,23850.0,0.05,25,PE,NFO-OPT,NFO
46330,9520386,37189,NIFTY2460623800CE,NIFTY,0.0,2024-06-06,23800.0,0.05,25,CE,NFO-OPT,NFO
46331,9520642,37190,NIFTY2460623800PE,NIFTY,0.0,2024-06-06,23800.0,0.05,25,PE,NFO-OPT,NFO
46333,9519618,37186,NIFTY2460623750PE,NIFTY,0.0,2024-06-06,23750.0,0.05,25,PE,NFO-OPT,NFO
46334,9518850,37183,NIFTY2460623700CE,NIFTY,0.0,2024-06-06,23700.0,0.05,25,CE,NFO-OPT,NFO
46335,9519106,37184,NIFTY2460623700PE,NIFTY,0.0,2024-06-06,23700.0,0.05,25,PE,NFO-OPT,NFO
46336,9518338,37181,NIFTY2460623650CE,NIFTY,0.0,2024-06-06,23650.0,0.05,25,CE,NFO-OPT,NFO
46337,9518594,37182,NIFTY2460623650PE,NIFTY,0.0,2024-06-06,23650.0,0.05,25,PE,NFO-OPT,NFO
46338,9517826,37179,NIFTY2460623600CE,NIFTY,0.0,2024-06-06,23600.0,0.05,25,CE,NFO-OPT,NFO
46339,9518082,37180,NIFTY2460623600PE,NIFTY,0.0,2024-06-06,23600.0,0.05,25,PE,NFO-OPT,NFO
46340,9515778,37171,NIFTY2460623550CE,NIFTY,0.0,2024-06-06,23550.0,0.05,25,CE,NFO-OPT,NFO
46341,9516034,37172,NIFTY2460623550PE,NIFTY,0.0,2024-06-06,23550.0,0.05,25,PE,NFO-OPT,NFO
46342,9515010,37168,NIFTY2460623500CE,NIFTY,0.0,2024-06-06,23500.0,0.05,25,CE,NFO-OPT,NFO
46343,9515266,37169,NIFTY2460623500PE,NIFTY,0.0,2024-06-06,23500.0,0.05,25,PE,NFO-OPT,NFO
46299,9537026,37254,NIFTY2460624600PE,NIFTY,0.0,2024-06-06,24600.0,0.05,25,PE,NFO-OPT,NFO
46345,9514754,37167,NIFTY2460623450PE,NIFTY,0.0,2024-06-06,23450.0,0.05,25,PE,NFO-OPT,NFO
46323,9523714,37202,NIFTY2460624000PE,NIFTY,0.0,2024-06-06,24000.0,0.05,25,PE,NFO-OPT,NFO
46322,9523458,37201,NIFTY2460624000CE,NIFTY,0.0,2024-06-06,24000.0,0.05,25,CE,NFO-OPT,NFO
46332,9519362,37185,NIFTY2460623750CE,NIFTY,0.0,2024-06-06,23750.0,0.05,25,CE,NFO-OPT,NFO
46301,9536514,37252,NIFTY2460624550PE,NIFTY,0.0,2024-06-06,24550.0,0.05,25,PE,NFO-OPT,NFO
46300,9536258,37251,NIFTY2460624550CE,NIFTY,0.0,2024-06-06,24550.0,0.05,25,CE,NFO-OPT,NFO
46321,9524226,37204,NIFTY2460624050PE,NIFTY,0.0,2024-06-06,24050.0,0.05,25,PE,NFO-OPT,NFO
46302,9535746,37249,NIFTY2460624500CE,NIFTY,0.0,2024-06-06,24500.0,0.05,25,CE,NFO-OPT,NFO
46303,9536002,37250,NIFTY2460624500PE,NIFTY,0.0,2024-06-06,24500.0,0.05,25,PE,NFO-OPT,NFO
46304,9535234,37247,NIFTY2460624450CE,NIFTY,0.0,2024-06-06,24450.0,0.05,25,CE,NFO-OPT,NFO
46305,9535490,37248,NIFTY2460624450PE,NIFTY,0.0,2024-06-06,24450.0,0.05,25,PE,NFO-OPT,NFO
46306,9533954,37242,NIFTY2460624400CE,NIFTY,0.0,2024-06-06,24400.0,0.05,25,CE,NFO-OPT,NFO
46308,9531138,37231,NIFTY2460624350CE,NIFTY,0.0,2024-06-06,24350.0,0.05,25,CE,NFO-OPT,NFO
46309,9531394,37232,NIFTY2460624350PE,NIFTY,0.0,2024-06-06,24350.0,0.05,25,PE,NFO-OPT,NFO
46310,9529858,37226,NIFTY2460624300CE,NIFTY,0.0,2024-06-06,24300.0,0.05,25,CE,NFO-OPT,NFO
46307,9534210,37243,NIFTY2460624400PE,NIFTY,0.0,2024-06-06,24400.0,0.05,25,PE,NFO-OPT,NFO
46312,9528834,37222,NIFTY2460624250CE,NIFTY,0.0,2024-06-06,24250.0,0.05,25,CE,NFO-OPT,NFO
46320,9523970,37203,NIFTY2460624050CE,NIFTY,0.0,2024-06-06,24050.0,0.05,25,CE,NFO-OPT,NFO
46311,9530114,37227,NIFTY2460624300PE,NIFTY,0.0,2024-06-06,24300.0,0.05,25,PE,NFO-OPT,NFO
46318,9524482,37205,NIFTY2460624100CE,NIFTY,0.0,2024-06-06,24100.0,0.05,25,CE,NFO-OPT,NFO
46317,9525250,37208,NIFTY2460624150PE,NIFTY,0.0,2024-06-06,24150.0,0.05,25,PE,NFO-OPT,NFO
46316,9524994,37207,NIFTY2460624150CE,NIFTY,0.0,2024-06-06,24150.0,0.05,25,CE,NFO-OPT,NFO
46319,9524738,37206,NIFTY2460624100PE,NIFTY,0.0,2024-06-06,24100.0,0.05,25,PE,NFO-OPT,NFO
46314,9528322,37220,NIFTY2460624200CE,NIFTY,0.0,2024-06-06,24200.0,0.05,25,CE,NFO-OPT,NFO
46313,9529090,37223,NIFTY2460624250PE,NIFTY,0.0,2024-06-06,24250.0,0.05,25,PE,NFO-OPT,NFO
46315,9528578,37221,NIFTY2460624200PE,NIFTY,0.0,2024-06-06,24200.0,0.05,25,PE,NFO-OPT,NFO
46577,11195394,43732,NIFTY2461321700CE,NIFTY,0.0,2024-06-13,21700.0,0.05,25,CE,NFO-OPT,NFO
46569,11203330,43763,NIFTY2461321900CE,NIFTY,0.0,2024-06-13,21900.0,0.05,25,CE,NFO-OPT,NFO
46570,11205122,43770,NIFTY2461321900PE,NIFTY,0.0,2024-06-13,21900.0,0.05,25,PE,NFO-OPT,NFO
46571,11198466,43744,NIFTY2461321850CE,NIFTY,0.0,2024-06-13,21850.0,0.05,25,CE,NFO-OPT,NFO
46572,11201538,43756,NIFTY2461321850PE,NIFTY,0.0,2024-06-13,21850.0,0.05,25,PE,NFO-OPT,NFO
46573,11196674,43737,NIFTY2461321800CE,NIFTY,0.0,2024-06-13,21800.0,0.05,25,CE,NFO-OPT,NFO
46574,11196930,43738,NIFTY2461321800PE,NIFTY,0.0,2024-06-13,21800.0,0.05,25,PE,NFO-OPT,NFO
46575,11196162,43735,NIFTY2461321750CE,NIFTY,0.0,2024-06-13,21750.0,0.05,25,CE,NFO-OPT,NFO
46576,11196418,43736,NIFTY2461321750PE,NIFTY,0.0,2024-06-13,21750.0,0.05,25,PE,NFO-OPT,NFO
46578,11195650,43733,NIFTY2461321700PE,NIFTY,0.0,2024-06-13,21700.0,0.05,25,PE,NFO-OPT,NFO
46588,11182850,43683,NIFTY2461321450PE,NIFTY,0.0,2024-06-13,21450.0,0.05,25,PE,NFO-OPT,NFO
46580,11195138,43731,NIFTY2461321650PE,NIFTY,0.0,2024-06-13,21650.0,0.05,25,PE,NFO-OPT,NFO
46581,11185922,43695,NIFTY2461321600CE,NIFTY,0.0,2024-06-13,21600.0,0.05,25,CE,NFO-OPT,NFO
46582,11194626,43729,NIFTY2461321600PE,NIFTY,0.0,2024-06-13,21600.0,0.05,25,PE,NFO-OPT,NFO
46583,11185410,43693,NIFTY2461321550CE,NIFTY,0.0,2024-06-13,21550.0,0.05,25,CE,NFO-OPT,NFO
46584,11185666,43694,NIFTY2461321550PE,NIFTY,0.0,2024-06-13,21550.0,0.05,25,PE,NFO-OPT,NFO
46585,11183106,43684,NIFTY2461321500CE,NIFTY,0.0,2024-06-13,21500.0,0.05,25,CE,NFO-OPT,NFO
46586,11185154,43692,NIFTY2461321500PE,NIFTY,0.0,2024-06-13,21500.0,0.05,25,PE,NFO-OPT,NFO
46587,11181314,43677,NIFTY2461321450CE,NIFTY,0.0,2024-06-13,21450.0,0.05,25,CE,NFO-OPT,NFO
