,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
47662,11229954,43867,NIFTY2461322300CE,NIFTY,0.0,2024-06-13,22300.0,0.05,25,CE,NFO-OPT,NFO
47663,11230210,43868,NIFTY2461322300PE,NIFTY,0.0,2024-06-13,22300.0,0.05,25,PE,NFO-OPT,NFO
47664,11226370,43853,NIFTY2461322250CE,NIFTY,0.0,2024-06-13,22250.0,0.05,25,CE,NFO-OPT,NFO
47665,11229698,43866,NIFTY2461322250PE,NIFTY,0.0,2024-06-13,22250.0,0.05,25,PE,NFO-OPT,NFO
47666,11225858,43851,NIFTY2461322200CE,NIFTY,0.0,2024-06-13,22200.0,0.05,25,CE,NFO-OPT,NFO
47667,11226114,43852,NIFTY2461322200PE,NIFTY,0.0,2024-06-13,22200.0,0.05,25,PE,NFO-OPT,NFO
47668,11225346,43849,NIFTY2461322150CE,NIFTY,0.0,2024-06-13,22150.0,0.05,25,CE,NFO-OPT,NFO
47669,11225602,43850,NIFTY2461322150PE,NIFTY,0.0,2024-06-13,22150.0,0.05,25,PE,NFO-OPT,NFO
47670,11212290,43798,NIFTY2461322100CE,NIFTY,0.0,2024-06-13,22100.0,0.05,25,CE,NFO-OPT,NFO
47671,11224322,43845,NIFTY2461322100PE,NIFTY,0.0,2024-06-13,22100.0,0.05,25,PE,NFO-OPT,NFO
47672,11211266,43794,NIFTY2461322050CE,NIFTY,0.0,2024-06-13,22050.0,0.05,25,CE,NFO-OPT,NFO
47673,11212034,43797,NIFTY2461322050PE,NIFTY,0.0,2024-06-13,22050.0,0.05,25,PE,NFO-OPT,NFO
47674,11210754,43792,NIFTY2461322000CE,NIFTY,0.0,2024-06-13,22000.0,0.05,25,CE,NFO-OPT,NFO
47699,11181058,43676,NIFTY2461321400PE,NIFTY,0.0,2024-06-13,21400.0,0.05,25,PE,NFO-OPT,NFO
47701,11180546,43674,NIFTY2461321350PE,NIFTY,0.0,2024-06-13,21350.0,0.05,25,PE,NFO-OPT,NFO
47702,11178498,43666,NIFTY2461321300CE,NIFTY,0.0,2024-06-13,21300.0,0.05,25,CE,NFO-OPT,NFO
47703,11178754,43667,NIFTY2461321300PE,NIFTY,0.0,2024-06-13,21300.0,0.05,25,PE,NFO-OPT,NFO
47729,11160066,43594,NIFTY2461320650PE,NIFTY,0.0,2024-06-13,20650.0,0.05,25,PE,NFO-OPT,NFO
47730,11158786,43589,NIFTY2461320600CE,NIFTY,0.0,2024-06-13,20600.0,0.05,25,CE,NFO-OPT,NFO
47731,11159042,43590,NIFTY2461320600PE,NIFTY,0.0,2024-06-13,20600.0,0.05,25,PE,NFO-OPT,NFO
47732,11157250,43583,NIFTY2461320550CE,NIFTY,0.0,2024-06-13,20550.0,0.05,25,CE,NFO-OPT,NFO
47733,11157506,43584,NIFTY2461320550PE,NIFTY,0.0,2024-06-13,20550.0,0.05,25,PE,NFO-OPT,NFO
47734,11156738,43581,NIFTY2461320500CE,NIFTY,0.0,2024-06-13,20500.0,0.05,25,CE,NFO-OPT,NFO
47735,11156994,43582,NIFTY2461320500PE,NIFTY,0.0,2024-06-13,20500.0,0.05,25,PE,NFO-OPT,NFO
47736,11155970,43578,NIFTY2461320450CE,NIFTY,0.0,2024-06-13,20450.0,0.05,25,CE,NFO-OPT,NFO
47737,11156482,43580,NIFTY2461320450PE,NIFTY,0.0,2024-06-13,20450.0,0.05,25,PE,NFO-OPT,NFO
47738,11155202,43575,NIFTY2461320400CE,NIFTY,0.0,2024-06-13,20400.0,0.05,25,CE,NFO-OPT,NFO
47739,11155458,43576,NIFTY2461320400PE,NIFTY,0.0,2024-06-13,20400.0,0.05,25,PE,NFO-OPT,NFO
47740,11152898,43566,NIFTY2461320350CE,NIFTY,0.0,2024-06-13,20350.0,0.05,25,CE,NFO-OPT,NFO
47741,11154946,43574,NIFTY2461320350PE,NIFTY,0.0,2024-06-13,20350.0,0.05,25,PE,NFO-OPT,NFO
47742,11151362,43560,NIFTY2461320300CE,NIFTY,0.0,2024-06-13,20300.0,0.05,25,CE,NFO-OPT,NFO
47743,11151874,43562,NIFTY2461320300PE,NIFTY,0.0,2024-06-13,20300.0,0.05,25,PE,NFO-OPT,NFO
47744,11150338,43556,NIFTY2461320250CE,NIFTY,0.0,2024-06-13,20250.0,0.05,25,CE,NFO-OPT,NFO
47745,11151106,43559,NIFTY2461320250PE,NIFTY,0.0,2024-06-13,20250.0,0.05,25,PE,NFO-OPT,NFO
47746,11149826,43554,NIFTY2461320200CE,NIFTY,0.0,2024-06-13,20200.0,0.05,25,CE,NFO-OPT,NFO
47747,11150082,43555,NIFTY2461320200PE,NIFTY,0.0,2024-06-13,20200.0,0.05,25,PE,NFO-OPT,NFO
47748,11149314,43552,NIFTY2461320150CE,NIFTY,0.0,2024-06-13,20150.0,0.05,25,CE,NFO-OPT,NFO
47749,11149570,43553,NIFTY2461320150PE,NIFTY,0.0,2024-06-13,20150.0,0.05,25,PE,NFO-OPT,NFO
47728,11159810,43593,NIFTY2461320650CE,NIFTY,0.0,2024-06-13,20650.0,0.05,25,CE,NFO-OPT,NFO
47653,11258882,43980,NIFTY2461323300CE,NIFTY,0.0,2024-06-13,23300.0,0.05,25,CE,NFO-OPT,NFO
47727,11160578,43596,NIFTY2461320700PE,NIFTY,0.0,2024-06-13,20700.0,0.05,25,PE,NFO-OPT,NFO
47725,11162114,43602,NIFTY2461320750PE,NIFTY,0.0,2024-06-13,20750.0,0.05,25,PE,NFO-OPT,NFO
47704,11177730,43663,NIFTY2461321250CE,NIFTY,0.0,2024-06-13,21250.0,0.05,25,CE,NFO-OPT,NFO
47705,11178242,43665,NIFTY2461321250PE,NIFTY,0.0,2024-06-13,21250.0,0.05,25,PE,NFO-OPT,NFO
47706,11175426,43654,NIFTY2461321200CE,NIFTY,0.0,2024-06-13,21200.0,0.05,25,CE,NFO-OPT,NFO
47707,11177218,43661,NIFTY2461321200PE,NIFTY,0.0,2024-06-13,21200.0,0.05,25,PE,NFO-OPT,NFO
47708,11173890,43648,NIFTY2461321150CE,NIFTY,0.0,2024-06-13,21150.0,0.05,25,CE,NFO-OPT,NFO
47709,11174402,43650,NIFTY2461321150PE,NIFTY,0.0,2024-06-13,21150.0,0.05,25,PE,NFO-OPT,NFO
47710,11172354,43642,NIFTY2461321100CE,NIFTY,0.0,2024-06-13,21100.0,0.05,25,CE,NFO-OPT,NFO
47711,11173122,43645,NIFTY2461321100PE,NIFTY,0.0,2024-06-13,21100.0,0.05,25,PE,NFO-OPT,NFO
47712,11171330,43638,NIFTY2461321050CE,NIFTY,0.0,2024-06-13,21050.0,0.05,25,CE,NFO-OPT,NFO
47713,11171586,43639,NIFTY2461321050PE,NIFTY,0.0,2024-06-13,21050.0,0.05,25,PE,NFO-OPT,NFO
47714,11170562,43635,NIFTY2461321000CE,NIFTY,0.0,2024-06-13,21000.0,0.05,25,CE,NFO-OPT,NFO
47715,11171074,43637,NIFTY2461321000PE,NIFTY,0.0,2024-06-13,21000.0,0.05,25,PE,NFO-OPT,NFO
47716,11168258,43626,NIFTY2461320950CE,NIFTY,0.0,2024-06-13,20950.0,0.05,25,CE,NFO-OPT,NFO
47717,11170050,43633,NIFTY2461320950PE,NIFTY,0.0,2024-06-13,20950.0,0.05,25,PE,NFO-OPT,NFO
47718,11167234,43622,NIFTY2461320900CE,NIFTY,0.0,2024-06-13,20900.0,0.05,25,CE,NFO-OPT,NFO
47719,11167490,43623,NIFTY2461320900PE,NIFTY,0.0,2024-06-13,20900.0,0.05,25,PE,NFO-OPT,NFO
47720,11164418,43611,NIFTY2461320850CE,NIFTY,0.0,2024-06-13,20850.0,0.05,25,CE,NFO-OPT,NFO
47721,11165442,43615,NIFTY2461320850PE,NIFTY,0.0,2024-06-13,20850.0,0.05,25,PE,NFO-OPT,NFO
47722,11162370,43603,NIFTY2461320800CE,NIFTY,0.0,2024-06-13,20800.0,0.05,25,CE,NFO-OPT,NFO
47723,11163138,43606,NIFTY2461320800PE,NIFTY,0.0,2024-06-13,20800.0,0.05,25,PE,NFO-OPT,NFO
47724,11161858,43601,NIFTY2461320750CE,NIFTY,0.0,2024-06-13,20750.0,0.05,25,CE,NFO-OPT,NFO
47726,11160322,43595,NIFTY2461320700CE,NIFTY,0.0,2024-06-13,20700.0,0.05,25,CE,NFO-OPT,NFO
47652,11260930,43988,NIFTY2461323350PE,NIFTY,0.0,2024-06-13,23350.0,0.05,25,PE,NFO-OPT,NFO
47700,11179778,43671,NIFTY2461321350CE,NIFTY,0.0,2024-06-13,21350.0,0.05,25,CE,NFO-OPT,NFO
47650,11262210,43993,NIFTY2461323400PE,NIFTY,0.0,2024-06-13,23400.0,0.05,25,PE,NFO-OPT,NFO
47580,11256578,43971,NIFTY2461323150CE,NIFTY,0.0,2024-06-13,23150.0,0.05,25,CE,NFO-OPT,NFO
47581,11256834,43972,NIFTY2461323150PE,NIFTY,0.0,2024-06-13,23150.0,0.05,25,PE,NFO-OPT,NFO
47582,11234818,43886,NIFTY2461322450CE,NIFTY,0.0,2024-06-13,22450.0,0.05,25,CE,NFO-OPT,NFO
47583,11235074,43887,NIFTY2461322450PE,NIFTY,0.0,2024-06-13,22450.0,0.05,25,PE,NFO-OPT,NFO
47584,11257858,43976,NIFTY2461323200PE,NIFTY,0.0,2024-06-13,23200.0,0.05,25,PE,NFO-OPT,NFO
47585,11316994,44207,NIFTY2461325000CE,NIFTY,0.0,2024-06-13,25000.0,0.05,25,CE,NFO-OPT,NFO
47586,11317250,44208,NIFTY2461325000PE,NIFTY,0.0,2024-06-13,25000.0,0.05,25,PE,NFO-OPT,NFO
47587,11314946,44199,NIFTY2461324950CE,NIFTY,0.0,2024-06-13,24950.0,0.05,25,CE,NFO-OPT,NFO
47588,11315202,44200,NIFTY2461324950PE,NIFTY,0.0,2024-06-13,24950.0,0.05,25,PE,NFO-OPT,NFO
47589,11314178,44196,NIFTY2461324900CE,NIFTY,0.0,2024-06-13,24900.0,0.05,25,CE,NFO-OPT,NFO
47590,11314434,44197,NIFTY2461324900PE,NIFTY,0.0,2024-06-13,24900.0,0.05,25,PE,NFO-OPT,NFO
47591,11308290,44173,NIFTY2461324850CE,NIFTY,0.0,2024-06-13,24850.0,0.05,25,CE,NFO-OPT,NFO
47592,11308802,44175,NIFTY2461324850PE,NIFTY,0.0,2024-06-13,24850.0,0.05,25,PE,NFO-OPT,NFO
47593,11306754,44167,NIFTY2461324800CE,NIFTY,0.0,2024-06-13,24800.0,0.05,25,CE,NFO-OPT,NFO
47594,11307522,44170,NIFTY2461324800PE,NIFTY,0.0,2024-06-13,24800.0,0.05,25,PE,NFO-OPT,NFO
47595,11306242,44165,NIFTY2461324750CE,NIFTY,0.0,2024-06-13,24750.0,0.05,25,CE,NFO-OPT,NFO
47596,11306498,44166,NIFTY2461324750PE,NIFTY,0.0,2024-06-13,24750.0,0.05,25,PE,NFO-OPT,NFO
47597,11298050,44133,NIFTY2461324700CE,NIFTY,0.0,2024-06-13,24700.0,0.05,25,CE,NFO-OPT,NFO
47598,11298306,44134,NIFTY2461324700PE,NIFTY,0.0,2024-06-13,24700.0,0.05,25,PE,NFO-OPT,NFO
47599,11297282,44130,NIFTY2461324650CE,NIFTY,0.0,2024-06-13,24650.0,0.05,25,CE,NFO-OPT,NFO
47600,11297794,44132,NIFTY2461324650PE,NIFTY,0.0,2024-06-13,24650.0,0.05,25,PE,NFO-OPT,NFO
47578,11235330,43888,NIFTY2461322500CE,NIFTY,0.0,2024-06-13,22500.0,0.05,25,CE,NFO-OPT,NFO
47601,11296770,44128,NIFTY2461324600CE,NIFTY,0.0,2024-06-13,24600.0,0.05,25,CE,NFO-OPT,NFO
47577,11255042,43965,NIFTY2461323100PE,NIFTY,0.0,2024-06-13,23100.0,0.05,25,PE,NFO-OPT,NFO
47575,11236354,43892,NIFTY2461322550PE,NIFTY,0.0,2024-06-13,22550.0,0.05,25,PE,NFO-OPT,NFO
47651,11260674,43987,NIFTY2461323350CE,NIFTY,0.0,2024-06-13,23350.0,0.05,25,CE,NFO-OPT,NFO
47555,11243266,43919,NIFTY2461322800PE,NIFTY,0.0,2024-06-13,22800.0,0.05,25,PE,NFO-OPT,NFO
47556,11244802,43925,NIFTY2461322850CE,NIFTY,0.0,2024-06-13,22850.0,0.05,25,CE,NFO-OPT,NFO
47557,11245058,43926,NIFTY2461322850PE,NIFTY,0.0,2024-06-13,22850.0,0.05,25,PE,NFO-OPT,NFO
47558,11238146,43899,NIFTY2461322750CE,NIFTY,0.0,2024-06-13,22750.0,0.05,25,CE,NFO-OPT,NFO
47559,11242498,43916,NIFTY2461322750PE,NIFTY,0.0,2024-06-13,22750.0,0.05,25,PE,NFO-OPT,NFO
47560,11245314,43927,NIFTY2461322900CE,NIFTY,0.0,2024-06-13,22900.0,0.05,25,CE,NFO-OPT,NFO
47561,11246082,43930,NIFTY2461322900PE,NIFTY,0.0,2024-06-13,22900.0,0.05,25,PE,NFO-OPT,NFO
47562,11237634,43897,NIFTY2461322700CE,NIFTY,0.0,2024-06-13,22700.0,0.05,25,CE,NFO-OPT,NFO
47563,11237890,43898,NIFTY2461322700PE,NIFTY,0.0,2024-06-13,22700.0,0.05,25,PE,NFO-OPT,NFO
47564,11248642,43940,NIFTY2461322950CE,NIFTY,0.0,2024-06-13,22950.0,0.05,25,CE,NFO-OPT,NFO
47565,11248898,43941,NIFTY2461322950PE,NIFTY,0.0,2024-06-13,22950.0,0.05,25,PE,NFO-OPT,NFO
47566,11237122,43895,NIFTY2461322650CE,NIFTY,0.0,2024-06-13,22650.0,0.05,25,CE,NFO-OPT,NFO
47567,11237378,43896,NIFTY2461322650PE,NIFTY,0.0,2024-06-13,22650.0,0.05,25,PE,NFO-OPT,NFO
47568,11252738,43956,NIFTY2461323000CE,NIFTY,0.0,2024-06-13,23000.0,0.05,25,CE,NFO-OPT,NFO
47569,11252994,43957,NIFTY2461323000PE,NIFTY,0.0,2024-06-13,23000.0,0.05,25,PE,NFO-OPT,NFO
47570,11236610,43893,NIFTY2461322600CE,NIFTY,0.0,2024-06-13,22600.0,0.05,25,CE,NFO-OPT,NFO
47571,11236866,43894,NIFTY2461322600PE,NIFTY,0.0,2024-06-13,22600.0,0.05,25,PE,NFO-OPT,NFO
47572,11253250,43958,NIFTY2461323050CE,NIFTY,0.0,2024-06-13,23050.0,0.05,25,CE,NFO-OPT,NFO
47573,11254530,43963,NIFTY2461323050PE,NIFTY,0.0,2024-06-13,23050.0,0.05,25,PE,NFO-OPT,NFO
47574,11235842,43890,NIFTY2461322550CE,NIFTY,0.0,2024-06-13,22550.0,0.05,25,CE,NFO-OPT,NFO
47576,11254786,43964,NIFTY2461323100CE,NIFTY,0.0,2024-06-13,23100.0,0.05,25,CE,NFO-OPT,NFO
47602,11297026,44129,NIFTY2461324600PE,NIFTY,0.0,2024-06-13,24600.0,0.05,25,PE,NFO-OPT,NFO
47579,11235586,43889,NIFTY2461322500PE,NIFTY,0.0,2024-06-13,22500.0,0.05,25,PE,NFO-OPT,NFO
47649,11261186,43989,NIFTY2461323400CE,NIFTY,0.0,2024-06-13,23400.0,0.05,25,CE,NFO-OPT,NFO
47628,11273474,44037,NIFTY2461323950PE,NIFTY,0.0,2024-06-13,23950.0,0.05,25,PE,NFO-OPT,NFO
47629,11272706,44034,NIFTY2461323900CE,NIFTY,0.0,2024-06-13,23900.0,0.05,25,CE,NFO-OPT,NFO
47630,11272962,44035,NIFTY2461323900PE,NIFTY,0.0,2024-06-13,23900.0,0.05,25,PE,NFO-OPT,NFO
47631,11272194,44032,NIFTY2461323850CE,NIFTY,0.0,2024-06-13,23850.0,0.05,25,CE,NFO-OPT,NFO
47632,11272450,44033,NIFTY2461323850PE,NIFTY,0.0,2024-06-13,23850.0,0.05,25,PE,NFO-OPT,NFO
47633,11271170,44028,NIFTY2461323800CE,NIFTY,0.0,2024-06-13,23800.0,0.05,25,CE,NFO-OPT,NFO
47634,11271426,44029,NIFTY2461323800PE,NIFTY,0.0,2024-06-13,23800.0,0.05,25,PE,NFO-OPT,NFO
47635,11270658,44026,NIFTY2461323750CE,NIFTY,0.0,2024-06-13,23750.0,0.05,25,CE,NFO-OPT,NFO
47637,11269122,44020,NIFTY2461323700CE,NIFTY,0.0,2024-06-13,23700.0,0.05,25,CE,NFO-OPT,NFO
47638,11270402,44025,NIFTY2461323700PE,NIFTY,0.0,2024-06-13,23700.0,0.05,25,PE,NFO-OPT,NFO
47639,11267586,44014,NIFTY2461323650CE,NIFTY,0.0,2024-06-13,23650.0,0.05,25,CE,NFO-OPT,NFO
47640,11268866,44019,NIFTY2461323650PE,NIFTY,0.0,2024-06-13,23650.0,0.05,25,PE,NFO-OPT,NFO
47641,11265794,44007,NIFTY2461323600CE,NIFTY,0.0,2024-06-13,23600.0,0.05,25,CE,NFO-OPT,NFO
47642,11267330,44013,NIFTY2461323600PE,NIFTY,0.0,2024-06-13,23600.0,0.05,25,PE,NFO-OPT,NFO
47643,11264002,44000,NIFTY2461323550CE,NIFTY,0.0,2024-06-13,23550.0,0.05,25,CE,NFO-OPT,NFO
47644,11264258,44001,NIFTY2461323550PE,NIFTY,0.0,2024-06-13,23550.0,0.05,25,PE,NFO-OPT,NFO
47645,11262978,43996,NIFTY2461323500CE,NIFTY,0.0,2024-06-13,23500.0,0.05,25,CE,NFO-OPT,NFO
47646,11263490,43998,NIFTY2461323500PE,NIFTY,0.0,2024-06-13,23500.0,0.05,25,PE,NFO-OPT,NFO
47647,11262466,43994,NIFTY2461323450CE,NIFTY,0.0,2024-06-13,23450.0,0.05,25,CE,NFO-OPT,NFO
47648,11262722,43995,NIFTY2461323450PE,NIFTY,0.0,2024-06-13,23450.0,0.05,25,PE,NFO-OPT,NFO
47603,11296258,44126,NIFTY2461324550CE,NIFTY,0.0,2024-06-13,24550.0,0.05,25,CE,NFO-OPT,NFO
47627,11273218,44036,NIFTY2461323950CE,NIFTY,0.0,2024-06-13,23950.0,0.05,25,CE,NFO-OPT,NFO
47626,11275522,44045,NIFTY2461324000PE,NIFTY,0.0,2024-06-13,24000.0,0.05,25,PE,NFO-OPT,NFO
47636,11270914,44027,NIFTY2461323750PE,NIFTY,0.0,2024-06-13,23750.0,0.05,25,PE,NFO-OPT,NFO
47604,11296514,44127,NIFTY2461324550PE,NIFTY,0.0,2024-06-13,24550.0,0.05,25,PE,NFO-OPT,NFO
47625,11273730,44038,NIFTY2461324000CE,NIFTY,0.0,2024-06-13,24000.0,0.05,25,CE,NFO-OPT,NFO
47605,11295490,44123,NIFTY2461324500CE,NIFTY,0.0,2024-06-13,24500.0,0.05,25,CE,NFO-OPT,NFO
47606,11295746,44124,NIFTY2461324500PE,NIFTY,0.0,2024-06-13,24500.0,0.05,25,PE,NFO-OPT,NFO
47607,11294978,44121,NIFTY2461324450CE,NIFTY,0.0,2024-06-13,24450.0,0.05,25,CE,NFO-OPT,NFO
47608,11295234,44122,NIFTY2461324450PE,NIFTY,0.0,2024-06-13,24450.0,0.05,25,PE,NFO-OPT,NFO
47609,11290370,44103,NIFTY2461324400CE,NIFTY,0.0,2024-06-13,24400.0,0.05,25,CE,NFO-OPT,NFO
47610,11290882,44105,NIFTY2461324400PE,NIFTY,0.0,2024-06-13,24400.0,0.05,25,PE,NFO-OPT,NFO
47612,11290114,44102,NIFTY2461324350PE,NIFTY,0.0,2024-06-13,24350.0,0.05,25,PE,NFO-OPT,NFO
47613,11285762,44085,NIFTY2461324300CE,NIFTY,0.0,2024-06-13,24300.0,0.05,25,CE,NFO-OPT,NFO
47614,11286018,44086,NIFTY2461324300PE,NIFTY,0.0,2024-06-13,24300.0,0.05,25,PE,NFO-OPT,NFO
47611,11289602,44100,NIFTY2461324350CE,NIFTY,0.0,2024-06-13,24350.0,0.05,25,CE,NFO-OPT,NFO
47616,11281410,44068,NIFTY2461324250PE,NIFTY,0.0,2024-06-13,24250.0,0.05,25,PE,NFO-OPT,NFO
47624,11276034,44047,NIFTY2461324050PE,NIFTY,0.0,2024-06-13,24050.0,0.05,25,PE,NFO-OPT,NFO
47615,11281154,44067,NIFTY2461324250CE,NIFTY,0.0,2024-06-13,24250.0,0.05,25,CE,NFO-OPT,NFO
47622,11277826,44054,NIFTY2461324100PE,NIFTY,0.0,2024-06-13,24100.0,0.05,25,PE,NFO-OPT,NFO
47621,11277570,44053,NIFTY2461324100CE,NIFTY,0.0,2024-06-13,24100.0,0.05,25,CE,NFO-OPT,NFO
47620,11279362,44060,NIFTY2461324150PE,NIFTY,0.0,2024-06-13,24150.0,0.05,25,PE,NFO-OPT,NFO
47623,11275778,44046,NIFTY2461324050CE,NIFTY,0.0,2024-06-13,24050.0,0.05,25,CE,NFO-OPT,NFO
47618,11280386,44064,NIFTY2461324200PE,NIFTY,0.0,2024-06-13,24200.0,0.05,25,PE,NFO-OPT,NFO
47617,11279618,44061,NIFTY2461324200CE,NIFTY,0.0,2024-06-13,24200.0,0.05,25,CE,NFO-OPT,NFO
47619,11279106,44059,NIFTY2461324150CE,NIFTY,0.0,2024-06-13,24150.0,0.05,25,CE,NFO-OPT,NFO
47883,11343106,44309,NIFTY2462021700PE,NIFTY,0.0,2024-06-20,21700.0,0.05,25,PE,NFO-OPT,NFO
47875,11345154,44317,NIFTY2462021900PE,NIFTY,0.0,2024-06-20,21900.0,0.05,25,PE,NFO-OPT,NFO
47876,11344386,44314,NIFTY2462021850CE,NIFTY,0.0,2024-06-20,21850.0,0.05,25,CE,NFO-OPT,NFO
47877,11344642,44315,NIFTY2462021850PE,NIFTY,0.0,2024-06-20,21850.0,0.05,25,PE,NFO-OPT,NFO
47878,11343874,44312,NIFTY2462021800CE,NIFTY,0.0,2024-06-20,21800.0,0.05,25,CE,NFO-OPT,NFO
47879,11344130,44313,NIFTY2462021800PE,NIFTY,0.0,2024-06-20,21800.0,0.05,25,PE,NFO-OPT,NFO
47880,11343362,44310,NIFTY2462021750CE,NIFTY,0.0,2024-06-20,21750.0,0.05,25,CE,NFO-OPT,NFO
47881,11343618,44311,NIFTY2462021750PE,NIFTY,0.0,2024-06-20,21750.0,0.05,25,PE,NFO-OPT,NFO
47882,11341058,44301,NIFTY2462021700CE,NIFTY,0.0,2024-06-20,21700.0,0.05,25,CE,NFO-OPT,NFO
47884,11337474,44287,NIFTY2462021650CE,NIFTY,0.0,2024-06-20,21650.0,0.05,25,CE,NFO-OPT,NFO
47895,11311618,44186,NIFTY2462021400PE,NIFTY,0.0,2024-06-20,21400.0,0.05,25,PE,NFO-OPT,NFO
47886,11328514,44252,NIFTY2462021600CE,NIFTY,0.0,2024-06-20,21600.0,0.05,25,CE,NFO-OPT,NFO
47887,11337218,44286,NIFTY2462021600PE,NIFTY,0.0,2024-06-20,21600.0,0.05,25,PE,NFO-OPT,NFO
47888,11326978,44246,NIFTY2462021550CE,NIFTY,0.0,2024-06-20,21550.0,0.05,25,CE,NFO-OPT,NFO
47889,11328258,44251,NIFTY2462021550PE,NIFTY,0.0,2024-06-20,21550.0,0.05,25,PE,NFO-OPT,NFO
47890,11323906,44234,NIFTY2462021500CE,NIFTY,0.0,2024-06-20,21500.0,0.05,25,CE,NFO-OPT,NFO
47891,11326722,44245,NIFTY2462021500PE,NIFTY,0.0,2024-06-20,21500.0,0.05,25,PE,NFO-OPT,NFO
